post_id,title,post_type,status,post_date,post_modified,author,link,slug,categories,view_count,seo_linkdex,seo_content_score,seo_title,seo_metadesc,estimated_reading_time_minutes,excerpt,content
4589,Why You Should Add HIIT Circuit to Your Weekly Routine,post,publish,2025-11-05 10:52:00,2025-11-05 14:52:00,,https://www.leisurecentre.com.au/news/why-you-should-add-hiit-circuit-to-your-weekly-routine/,why-you-should-add-hiit-circuit-to-your-weekly-routine,post,2480,64,90,Benefits of Group Fitness: Try HIIT Circuit This Week,,2,,<p>Stuck in a workout rut? It might be time to shake up your routine with our popular group training options. Group fitness is scientifically proven to boost accountability.</p>
4511,Public Holiday Opening Hours - Good Friday,post,publish,2025-10-31 15:01:00,2025-11-04 18:01:00,,https://www.leisurecentre.com.au/news/public-holiday-opening-hours---good-friday/,public-holiday-opening-hours---good-friday,post,4499,45,70,Holiday Hours: Good Friday Opening Times | Community Recreation Hub,,3,,<p>Please note that the facility will operate on adjusted hours for the upcoming <strong>Good Friday</strong> public holiday.</p><p>Our modified hours are as follows:</p><ul><li><strong>Gym & Health Club:</strong> 8:00 AM - 4:00 PM</li><li><strong>Aquatic Area:</strong> 9:00 AM - 3:30 PM</li><li><strong>Group Fitness Classes:</strong> Modified timetable applies</li><li><strong>Creche / Childcare:</strong> Closed</li></ul><p>Normal 24/7 gym access remains available for eligible key-tag holders.</p>
4675,Notice of Limited Lane Availability: School Swimming Carnival - Update 4,post,publish,2025-10-29 13:48:00,2025-11-02 17:48:00,,https://www.leisurecentre.com.au/news/notice-of-limited-lane-availability-school-swimming-carnival---update-4/,notice-of-limited-lane-availability-school-swimming-carnival---update-4,post,1008,60,60,Lap Lane Availability Notice: School Swim Carnival | Community Recreation Hub,,3,,"<p>We will be hosting a local school swimming carnival this coming Friday from 9:00 AM to 2:30 PM. During this event, public lap swimming lanes will be significantly restricted.</p>"
4737,Trainer Spotlight: Meet David Smith,post,publish,2025-10-21 08:22:00,2025-10-21 15:22:00,,https://www.leisurecentre.com.au/news/trainer-spotlight-meet-david-smith/,trainer-spotlight-meet-david-smith,post,891,90,90,Meet Our Expert Fitness Coach & Personal Trainer | Wave & Fitness Hub,,1,,"<p>This month, we sit down with one of our core fitness coaches to talk training philosophy, client success stories, and how to stay motivated.</p>"
4585,Notice of Limited Lane Availability: School Swimming Carnival - Update 4,post,publish,2025-10-17 16:28:00,2025-10-17 19:28:00,,https://www.leisurecentre.com.au/news/notice-of-limited-lane-availability-school-swimming-carnival---update-4/,notice-of-limited-lane-availability-school-swimming-carnival---update-4,post,2222,75,70,Lap Lane Availability Notice: School Swim Carnival | Elite Health & Aquatic,,4,,"<p>We will be hosting a local school swimming carnival this coming Friday from 9:00 AM to 2:30 PM. During this event, public lap swimming lanes will be significantly restricted.</p>"
4756,Notice of Limited Lane Availability: School Swimming Carnival - Update 3,post,publish,2025-09-20 18:21:00,2025-09-26 06:21:00,,https://www.leisurecentre.com.au/news/notice-of-limited-lane-availability-school-swimming-carnival---update-3/,notice-of-limited-lane-availability-school-swimming-carnival---update-3,post,431,30,60,Lap Lane Availability Notice: School Swim Carnival | Community Recreation Hub,,1,,"<p>We will be hosting a local school swimming carnival this coming Friday from 9:00 AM to 2:30 PM. During this event, public lap swimming lanes will be significantly restricted.</p>"
4801,Notice of Limited Lane Availability: School Swimming Carnival - Update 2,post,publish,2025-09-15 17:01:00,2025-09-19 03:01:00,,https://www.leisurecentre.com.au/news/notice-of-limited-lane-availability-school-swimming-carnival---update-2/,notice-of-limited-lane-availability-school-swimming-carnival---update-2,post,1386,75,90,Lap Lane Availability Notice: School Swim Carnival | City Leisure Centre,,1,,"<p>We will be hosting a local school swimming carnival this coming Friday from 9:00 AM to 2:30 PM. During this event, public lap swimming lanes will be significantly restricted.</p>"
4634,Swim School Enrolments Now Open for Term 2,post,publish,2025-09-01 14:09:00,2025-09-01 21:09:00,,https://www.leisurecentre.com.au/news/swim-school-enrolments-now-open-for-term-2/,swim-school-enrolments-now-open-for-term-2,post,882,64,80,Learn to Swim: Kids Swimming Lesson Enrolments Open,,1,,<p>Secure your child's spot in our reputable Learn-to-Swim program for the upcoming school term! Swimming is an essential life skill that builds foundational water confidence.</p>
4551,Autumn Facility Opening Hours Schedule - Update 2,post,publish,2025-08-31 15:54:00,2025-08-31 22:54:00,,https://www.leisurecentre.com.au/news/autumn-facility-opening-hours-schedule---update-2/,autumn-facility-opening-hours-schedule---update-2,post,3430,82,70,Autumn Opening Hours Update & Schedule Changes,,4,,"<p>With the arrival of the new season, we are transitioning to our seasonal operating hours. This adjustment allows us to open earlier for sunrise swimmers.</p>"
4554,Notice of Limited Lane Availability: School Swimming Carnival - Update 5,post,publish,2025-08-30 13:16:00,2025-08-31 23:16:00,,https://www.leisurecentre.com.au/news/notice-of-limited-lane-availability-school-swimming-carnival---update-5/,notice-of-limited-lane-availability-school-swimming-carnival---update-5,post,2306,64,90,Lap Lane Availability Notice: School Swim Carnival | City Leisure Centre,,3,,"<p>We will be hosting a local school swimming carnival this coming Friday from 9:00 AM to 2:30 PM. During this event, public lap swimming lanes will be significantly restricted.</p>"
4527,Community Wellness Morning Tea & Seminar - Update 5,post,publish,2025-08-26 18:26:00,2025-08-27 19:26:00,,https://www.leisurecentre.com.au/news/community-wellness-morning-tea-seminar---update-5/,community-wellness-morning-tea-seminar---update-5,post,829,82,90,Free Community Wellness Seminar & Morning Tea Event,,3,,"<p>Join us for our monthly community connection gathering! This month, we are hosting a casual morning tea alongside an expert presentation focusing on mindfulness.</p>"
4591,Why You Should Add BodyPump to Your Weekly Routine,post,publish,2025-08-26 17:58:00,2025-08-29 23:58:00,,https://www.leisurecentre.com.au/news/why-you-should-add-bodypump-to-your-weekly-routine/,why-you-should-add-bodypump-to-your-weekly-routine,post,1281,45,60,Benefits of Group Fitness: Try BodyPump This Week,,2,,<p>Stuck in a workout rut? It might be time to shake up your routine with our popular group training options. Group fitness is scientifically proven to boost accountability.</p>
4681,Group Fitness Timetable Update - Effective July 2024,post,publish,2025-08-23 19:54:00,2025-08-29 06:54:00,,https://www.leisurecentre.com.au/news/group-fitness-timetable-update---effective-july-2024/,group-fitness-timetable-update---effective-july-2024,post,545,82,70,New Group Fitness Timetable & Schedule Updates | City Leisure Centre,,3,,<p>We are excited to announce a refresh of our group fitness timetable based directly on member feedback and attendance data!</p><p>The new schedule goes live at the start of next week.</p>
4711,New Upgrade: Brand New Concept2 Rowers Arriving Soon! - Update 5,post,publish,2025-08-19 18:53:00,2025-08-21 21:53:00,,https://www.leisurecentre.com.au/news/new-upgrade-brand-new-concept2-rowers-arriving-soon---update-5/,new-upgrade-brand-new-concept2-rowers-arriving-soon---update-5,post,3071,90,90,Gym Floor Upgrade: New Training Equipment Arriving | Wave & Fitness Hub,,2,,<p>Your training is about to get a massive upgrade! We are thrilled to announce that a brand new fleet of premium commercial fitness gear is arriving on the gym floor next week.</p>
4580,The Surprising Health Benefits of Hydrotherapy Swim,post,publish,2025-08-17 17:19:00,2025-08-22 23:19:00,,https://www.leisurecentre.com.au/news/the-surprising-health-benefits-of-hydrotherapy-swim/,the-surprising-health-benefits-of-hydrotherapy-swim,post,2265,75,90,Why Low-Impact Aquatic Workouts Benefit Your Health,,4,,<p>Water-based workouts are not just for recovery; they are a highly effective way to build lean cardiovascular endurance and core muscular strength without stressing your joints.</p>
4672,Autumn Facility Opening Hours Schedule - Update 5,post,draft,2025-08-14 13:56:00,2025-08-16 20:56:00,,https://www.leisurecentre.com.au/news/autumn-facility-opening-hours-schedule---update-5/,autumn-facility-opening-hours-schedule---update-5,post,224,0,0,Autumn Opening Hours Update & Schedule Changes,,1,,"<p>With the arrival of the new season, we are transitioning to our seasonal operating hours. This adjustment allows us to open earlier for sunrise swimmers.</p>"
4543,Public Holiday Opening Hours - Labor Day,post,publish,2025-07-31 11:19:00,2025-08-01 14:19:00,,https://www.leisurecentre.com.au/news/public-holiday-opening-hours---labor-day/,public-holiday-opening-hours---labor-day,post,228,82,70,Holiday Hours: Labor Day Opening Times | Community Recreation Hub,,3,,<p>Please note that the facility will operate on adjusted hours for the upcoming <strong>Labor Day</strong> public holiday.</p><p>Our modified hours are as follows:</p><ul><li><strong>Gym & Health Club:</strong> 8:00 AM - 4:00 PM</li><li><strong>Aquatic Area:</strong> 9:00 AM - 3:30 PM</li><li><strong>Group Fitness Classes:</strong> Modified timetable applies</li><li><strong>Creche / Childcare:</strong> Closed</li></ul><p>Normal 24/7 gym access remains available for eligible key-tag holders.</p>
4748,New Upgrade: Brand New Hammer Strength Squat Racks Arriving Soon! - Update 4,post,publish,2025-07-25 15:47:00,2025-07-28 23:47:00,,https://www.leisurecentre.com.au/news/new-upgrade-brand-new-hammer-strength-squat-racks-arriving-soon---update-4/,new-upgrade-brand-new-hammer-strength-squat-racks-arriving-soon---update-4,post,4219,30,60,Gym Floor Upgrade: New Training Equipment Arriving | Elite Health & Aquatic,,3,,<p>Your training is about to get a massive upgrade! We are thrilled to announce that a brand new fleet of premium commercial fitness gear is arriving on the gym floor next week.</p>
4698,Public Holiday Opening Hours - Labor Day - Update 3,post,publish,2025-07-24 15:03:00,2025-07-28 22:03:00,,https://www.leisurecentre.com.au/news/public-holiday-opening-hours---labor-day---update-3/,public-holiday-opening-hours---labor-day---update-3,post,2559,82,60,Holiday Hours: Labor Day Opening Times | Community Recreation Hub,,3,,<p>Please note that the facility will operate on adjusted hours for the upcoming <strong>Labor Day</strong> public holiday.</p><p>Our modified hours are as follows:</p><ul><li><strong>Gym & Health Club:</strong> 8:00 AM - 4:00 PM</li><li><strong>Aquatic Area:</strong> 9:00 AM - 3:30 PM</li><li><strong>Group Fitness Classes:</strong> Modified timetable applies</li><li><strong>Creche / Childcare:</strong> Closed</li></ul><p>Normal 24/7 gym access remains available for eligible key-tag holders.</p>
4604,Why You Should Add BodyPump to Your Weekly Routine - Update 4,post,publish,2025-07-20 11:43:00,2025-07-25 21:43:00,,https://www.leisurecentre.com.au/news/why-you-should-add-bodypump-to-your-weekly-routine---update-4/,why-you-should-add-bodypump-to-your-weekly-routine---update-4,post,2182,75,90,Benefits of Group Fitness: Try BodyPump This Week,,3,,<p>Stuck in a workout rut? It might be time to shake up your routine with our popular group training options. Group fitness is scientifically proven to boost accountability.</p>
4609,Why You Should Add Pilates Reformer to Your Weekly Routine - Update 3,post,draft,2025-07-20 07:42:00,2025-07-21 17:42:00,,https://www.leisurecentre.com.au/news/why-you-should-add-pilates-reformer-to-your-weekly-routine---update-3/,why-you-should-add-pilates-reformer-to-your-weekly-routine---update-3,post,209,0,0,Benefits of Group Fitness: Try Pilates Reformer This Week,,1,,<p>Stuck in a workout rut? It might be time to shake up your routine with our popular group training options. Group fitness is scientifically proven to boost accountability.</p>
4521,Upcoming Temporary Closure: Hydrotherapy Pool Maintenance,post,publish,2025-07-18 06:46:00,2025-07-23 10:46:00,,https://www.leisurecentre.com.au/news/upcoming-temporary-closure-hydrotherapy-pool-maintenance/,upcoming-temporary-closure-hydrotherapy-pool-maintenance,post,4135,64,70,Notice: Temporary Closure for Pool Maintenance | Wave & Fitness Hub,,3,,"<p>To ensure the highest standard of water quality and safety, the pool will be temporarily closed for scheduled preventative maintenance.</p><p>During this period, all other pools will remain open as scheduled.</p>"
4708,New Upgrade: Brand New Hammer Strength Squat Racks Arriving Soon! - Update 4,post,publish,2025-07-10 19:23:00,2025-07-11 03:23:00,,https://www.leisurecentre.com.au/news/new-upgrade-brand-new-hammer-strength-squat-racks-arriving-soon---update-4/,new-upgrade-brand-new-hammer-strength-squat-racks-arriving-soon---update-4,post,1595,30,80,Gym Floor Upgrade: New Training Equipment Arriving | Community Recreation Hub,,1,,<p>Your training is about to get a massive upgrade! We are thrilled to announce that a brand new fleet of premium commercial fitness gear is arriving on the gym floor next week.</p>
4808,Why You Should Add BodyPump to Your Weekly Routine - Update 3,post,publish,2025-07-08 08:10:00,2025-07-09 20:10:00,,https://www.leisurecentre.com.au/news/why-you-should-add-bodypump-to-your-weekly-routine---update-3/,why-you-should-add-bodypump-to-your-weekly-routine---update-3,post,1613,60,60,Benefits of Group Fitness: Try BodyPump This Week,,4,,<p>Stuck in a workout rut? It might be time to shake up your routine with our popular group training options. Group fitness is scientifically proven to boost accountability.</p>
4529,Autumn Facility Opening Hours Schedule,post,publish,2025-07-07 08:27:00,2025-07-08 12:27:00,,https://www.leisurecentre.com.au/news/autumn-facility-opening-hours-schedule/,autumn-facility-opening-hours-schedule,post,3824,60,60,Autumn Opening Hours Update & Schedule Changes,,4,,"<p>With the arrival of the new season, we are transitioning to our seasonal operating hours. This adjustment allows us to open earlier for sunrise swimmers.</p>"
4693,Public Holiday Opening Hours - Christmas Day,post,publish,2025-07-03 18:17:00,2025-07-05 22:17:00,,https://www.leisurecentre.com.au/news/public-holiday-opening-hours---christmas-day/,public-holiday-opening-hours---christmas-day,post,4806,82,60,Holiday Hours: Christmas Day Opening Times | Elite Health & Aquatic,,3,,<p>Please note that the facility will operate on adjusted hours for the upcoming <strong>Christmas Day</strong> public holiday.</p><p>Our modified hours are as follows:</p><ul><li><strong>Gym & Health Club:</strong> 8:00 AM - 4:00 PM</li><li><strong>Aquatic Area:</strong> 9:00 AM - 3:30 PM</li><li><strong>Group Fitness Classes:</strong> Modified timetable applies</li><li><strong>Creche / Childcare:</strong> Closed</li></ul><p>Normal 24/7 gym access remains available for eligible key-tag holders.</p>
4608,Community Wellness Morning Tea & Seminar - Update 4,post,publish,2025-06-29 09:54:00,2025-07-01 10:54:00,,https://www.leisurecentre.com.au/news/community-wellness-morning-tea-seminar---update-4/,community-wellness-morning-tea-seminar---update-4,post,3044,75,80,Free Community Wellness Seminar & Morning Tea Event,,1,,"<p>Join us for our monthly community connection gathering! This month, we are hosting a casual morning tea alongside an expert presentation focusing on mindfulness.</p>"
4747,School Holiday Activity Program - Bookings Open! - Update 5,post,publish,2025-06-28 13:10:00,2025-06-28 22:10:00,,https://www.leisurecentre.com.au/news/school-holiday-activity-program---bookings-open---update-5/,school-holiday-activity-program---bookings-open---update-5,post,287,64,70,Active School Holiday Programs & Kids Activities | Elite Health & Aquatic,,1,,"<p>Keep the kids active, engaged, and highly entertained these school holidays with our fully supervised youth recreation program!</p>"
4576,Notice of Limited Lane Availability: School Swimming Carnival - Update 5,post,publish,2025-06-25 10:55:00,2025-06-29 16:55:00,,https://www.leisurecentre.com.au/news/notice-of-limited-lane-availability-school-swimming-carnival---update-5/,notice-of-limited-lane-availability-school-swimming-carnival---update-5,post,2536,75,60,Lap Lane Availability Notice: School Swim Carnival | Wave & Fitness Hub,,2,,"<p>We will be hosting a local school swimming carnival this coming Friday from 9:00 AM to 2:30 PM. During this event, public lap swimming lanes will be significantly restricted.</p>"
4685,New Upgrade: Brand New Free Weight Zone Arriving Soon! - Update 2,post,publish,2025-06-24 16:16:00,2025-06-29 23:16:00,,https://www.leisurecentre.com.au/news/new-upgrade-brand-new-free-weight-zone-arriving-soon---update-2/,new-upgrade-brand-new-free-weight-zone-arriving-soon---update-2,post,1787,60,80,Gym Floor Upgrade: New Training Equipment Arriving | Elite Health & Aquatic,,2,,<p>Your training is about to get a massive upgrade! We are thrilled to announce that a brand new fleet of premium commercial fitness gear is arriving on the gym floor next week.</p>
4749,Notice of Limited Lane Availability: School Swimming Carnival - Update 2,post,publish,2025-06-22 14:13:00,2025-06-25 15:13:00,,https://www.leisurecentre.com.au/news/notice-of-limited-lane-availability-school-swimming-carnival---update-2/,notice-of-limited-lane-availability-school-swimming-carnival---update-2,post,2062,90,60,Lap Lane Availability Notice: School Swim Carnival | Community Recreation Hub,,3,,"<p>We will be hosting a local school swimming carnival this coming Friday from 9:00 AM to 2:30 PM. During this event, public lap swimming lanes will be significantly restricted.</p>"
4592,Notice of Limited Lane Availability: School Swimming Carnival - Update 4,post,publish,2025-06-20 07:33:00,2025-06-23 07:33:00,,https://www.leisurecentre.com.au/news/notice-of-limited-lane-availability-school-swimming-carnival---update-4/,notice-of-limited-lane-availability-school-swimming-carnival---update-4,post,1215,45,70,Lap Lane Availability Notice: School Swim Carnival | Wave & Fitness Hub,,4,,"<p>We will be hosting a local school swimming carnival this coming Friday from 9:00 AM to 2:30 PM. During this event, public lap swimming lanes will be significantly restricted.</p>"
4635,Notice of Limited Lane Availability: School Swimming Carnival - Update 3,post,publish,2025-06-15 13:33:00,2025-06-19 22:33:00,,https://www.leisurecentre.com.au/news/notice-of-limited-lane-availability-school-swimming-carnival---update-3/,notice-of-limited-lane-availability-school-swimming-carnival---update-3,post,1335,90,80,Lap Lane Availability Notice: School Swim Carnival | Elite Health & Aquatic,,4,,"<p>We will be hosting a local school swimming carnival this coming Friday from 9:00 AM to 2:30 PM. During this event, public lap swimming lanes will be significantly restricted.</p>"
4546,Why You Should Add Yoga Flow to Your Weekly Routine,post,publish,2025-06-12 06:33:00,2025-06-16 16:33:00,,https://www.leisurecentre.com.au/news/why-you-should-add-yoga-flow-to-your-weekly-routine/,why-you-should-add-yoga-flow-to-your-weekly-routine,post,1649,90,90,Benefits of Group Fitness: Try Yoga Flow This Week,,1,,<p>Stuck in a workout rut? It might be time to shake up your routine with our popular group training options. Group fitness is scientifically proven to boost accountability.</p>
4757,Upcoming Temporary Closure: 25m Indoor Heated Pool Maintenance - Update 5,post,publish,2025-05-26 09:44:00,2025-05-27 19:44:00,,https://www.leisurecentre.com.au/news/upcoming-temporary-closure-25m-indoor-heated-pool-maintenance---update-5/,upcoming-temporary-closure-25m-indoor-heated-pool-maintenance---update-5,post,2507,60,80,Notice: Temporary Closure for Pool Maintenance | Wave & Fitness Hub,,3,,"<p>To ensure the highest standard of water quality and safety, the pool will be temporarily closed for scheduled preventative maintenance.</p><p>During this period, all other pools will remain open as scheduled.</p>"
4598,Trainer Spotlight: Meet Jessica Taylor,post,publish,2025-05-18 17:16:00,2025-05-21 21:16:00,,https://www.leisurecentre.com.au/news/trainer-spotlight-meet-jessica-taylor/,trainer-spotlight-meet-jessica-taylor,post,1666,45,90,Meet Our Expert Fitness Coach & Personal Trainer | Wave & Fitness Hub,,2,,"<p>This month, we sit down with one of our core fitness coaches to talk training philosophy, client success stories, and how to stay motivated.</p>"
4700,New Upgrade: Brand New StairMaster StepMills Arriving Soon! - Update 3,post,publish,2025-05-10 11:57:00,2025-05-13 18:57:00,,https://www.leisurecentre.com.au/news/new-upgrade-brand-new-stairmaster-stepmills-arriving-soon---update-3/,new-upgrade-brand-new-stairmaster-stepmills-arriving-soon---update-3,post,3127,45,60,Gym Floor Upgrade: New Training Equipment Arriving | City Leisure Centre,,3,,<p>Your training is about to get a massive upgrade! We are thrilled to announce that a brand new fleet of premium commercial fitness gear is arriving on the gym floor next week.</p>
4773,Group Fitness Timetable Update - Effective March 2023,post,publish,2025-05-08 09:20:00,2025-05-09 15:20:00,,https://www.leisurecentre.com.au/news/group-fitness-timetable-update---effective-march-2023/,group-fitness-timetable-update---effective-march-2023,post,2655,90,60,New Group Fitness Timetable & Schedule Updates | Elite Health & Aquatic,,1,,<p>We are excited to announce a refresh of our group fitness timetable based directly on member feedback and attendance data!</p><p>The new schedule goes live at the start of next week.</p>
4542,Public Holiday Opening Hours - Anzac Day - Update 4,post,publish,2025-04-23 18:42:00,2025-04-29 06:42:00,,https://www.leisurecentre.com.au/news/public-holiday-opening-hours---anzac-day---update-4/,public-holiday-opening-hours---anzac-day---update-4,post,2067,90,70,Holiday Hours: Anzac Day Opening Times | Wave & Fitness Hub,,4,,<p>Please note that the facility will operate on adjusted hours for the upcoming <strong>Anzac Day</strong> public holiday.</p><p>Our modified hours are as follows:</p><ul><li><strong>Gym & Health Club:</strong> 8:00 AM - 4:00 PM</li><li><strong>Aquatic Area:</strong> 9:00 AM - 3:30 PM</li><li><strong>Group Fitness Classes:</strong> Modified timetable applies</li><li><strong>Creche / Childcare:</strong> Closed</li></ul><p>Normal 24/7 gym access remains available for eligible key-tag holders.</p>
4752,The Surprising Health Benefits of Hydrotherapy Swim - Update 2,post,publish,2025-04-22 20:03:00,2025-04-25 06:03:00,,https://www.leisurecentre.com.au/news/the-surprising-health-benefits-of-hydrotherapy-swim---update-2/,the-surprising-health-benefits-of-hydrotherapy-swim---update-2,post,1074,82,70,Why Low-Impact Aquatic Workouts Benefit Your Health,,2,,<p>Water-based workouts are not just for recovery; they are a highly effective way to build lean cardiovascular endurance and core muscular strength without stressing your joints.</p>
4776,Community Wellness Morning Tea & Seminar - Update 3,post,publish,2025-04-19 06:14:00,2025-04-23 11:14:00,,https://www.leisurecentre.com.au/news/community-wellness-morning-tea-seminar---update-3/,community-wellness-morning-tea-seminar---update-3,post,113,90,60,Free Community Wellness Seminar & Morning Tea Event,,4,,"<p>Join us for our monthly community connection gathering! This month, we are hosting a casual morning tea alongside an expert presentation focusing on mindfulness.</p>"
4802,Upcoming Temporary Closure: Hydrotherapy Pool Maintenance - Update 3,post,draft,2025-04-18 17:35:00,2025-04-24 04:35:00,,https://www.leisurecentre.com.au/news/upcoming-temporary-closure-hydrotherapy-pool-maintenance---update-3/,upcoming-temporary-closure-hydrotherapy-pool-maintenance---update-3,post,4459,0,0,Notice: Temporary Closure for Pool Maintenance | Elite Health & Aquatic,,3,,"<p>To ensure the highest standard of water quality and safety, the pool will be temporarily closed for scheduled preventative maintenance.</p><p>During this period, all other pools will remain open as scheduled.</p>"
4718,New Upgrade: Brand New StairMaster StepMills Arriving Soon! - Update 2,post,publish,2025-04-11 13:36:00,2025-04-13 00:36:00,,https://www.leisurecentre.com.au/news/new-upgrade-brand-new-stairmaster-stepmills-arriving-soon---update-2/,new-upgrade-brand-new-stairmaster-stepmills-arriving-soon---update-2,post,1885,90,60,Gym Floor Upgrade: New Training Equipment Arriving | Wave & Fitness Hub,,1,,<p>Your training is about to get a massive upgrade! We are thrilled to announce that a brand new fleet of premium commercial fitness gear is arriving on the gym floor next week.</p>
4584,Upcoming Temporary Closure: Hydrotherapy Pool Maintenance - Update 4,post,publish,2025-04-07 19:32:00,2025-04-08 05:32:00,,https://www.leisurecentre.com.au/news/upcoming-temporary-closure-hydrotherapy-pool-maintenance---update-4/,upcoming-temporary-closure-hydrotherapy-pool-maintenance---update-4,post,4479,45,90,Notice: Temporary Closure for Pool Maintenance | Wave & Fitness Hub,,2,,"<p>To ensure the highest standard of water quality and safety, the pool will be temporarily closed for scheduled preventative maintenance.</p><p>During this period, all other pools will remain open as scheduled.</p>"
4674,Why You Should Add Aqua Aerobics to Your Weekly Routine - Update 4,post,publish,2025-04-05 11:02:00,2025-04-08 11:02:00,,https://www.leisurecentre.com.au/news/why-you-should-add-aqua-aerobics-to-your-weekly-routine---update-4/,why-you-should-add-aqua-aerobics-to-your-weekly-routine---update-4,post,4706,75,70,Benefits of Group Fitness: Try Aqua Aerobics This Week,,3,,<p>Stuck in a workout rut? It might be time to shake up your routine with our popular group training options. Group fitness is scientifically proven to boost accountability.</p>
4614,Swim School Enrolments Now Open for Term 1 - Update 2,post,draft,2025-04-02 12:43:00,2025-04-02 19:43:00,,https://www.leisurecentre.com.au/news/swim-school-enrolments-now-open-for-term-1---update-2/,swim-school-enrolments-now-open-for-term-1---update-2,post,3668,0,0,Learn to Swim: Kids Swimming Lesson Enrolments Open,,1,,<p>Secure your child's spot in our reputable Learn-to-Swim program for the upcoming school term! Swimming is an essential life skill that builds foundational water confidence.</p>
4721,Trainer Spotlight: Meet Sarah Jenkins - Update 3,post,publish,2025-03-26 20:04:00,2025-03-28 22:04:00,,https://www.leisurecentre.com.au/news/trainer-spotlight-meet-sarah-jenkins---update-3/,trainer-spotlight-meet-sarah-jenkins---update-3,post,4654,60,90,Meet Our Expert Fitness Coach & Personal Trainer | Elite Health & Aquatic,,4,,"<p>This month, we sit down with one of our core fitness coaches to talk training philosophy, client success stories, and how to stay motivated.</p>"
4731,The Surprising Health Benefits of Aqua Aerobics - Update 5,post,publish,2025-03-26 11:18:00,2025-03-31 22:18:00,,https://www.leisurecentre.com.au/news/the-surprising-health-benefits-of-aqua-aerobics---update-5/,the-surprising-health-benefits-of-aqua-aerobics---update-5,post,4057,75,70,Why Low-Impact Aquatic Workouts Benefit Your Health,,3,,<p>Water-based workouts are not just for recovery; they are a highly effective way to build lean cardiovascular endurance and core muscular strength without stressing your joints.</p>
4593,New Upgrade: Brand New Concept2 Rowers Arriving Soon!,post,publish,2025-03-25 16:05:00,2025-03-28 02:05:00,,https://www.leisurecentre.com.au/news/new-upgrade-brand-new-concept2-rowers-arriving-soon/,new-upgrade-brand-new-concept2-rowers-arriving-soon,post,4406,45,80,Gym Floor Upgrade: New Training Equipment Arriving | Community Recreation Hub,,1,,<p>Your training is about to get a massive upgrade! We are thrilled to announce that a brand new fleet of premium commercial fitness gear is arriving on the gym floor next week.</p>
4753,Group Fitness Timetable Update - Effective December 2025 - Update 3,post,publish,2025-03-15 13:09:00,2025-03-19 23:09:00,,https://www.leisurecentre.com.au/news/group-fitness-timetable-update---effective-december-2025---update-3/,group-fitness-timetable-update---effective-december-2025---update-3,post,2236,82,90,New Group Fitness Timetable & Schedule Updates | Community Recreation Hub,,4,,<p>We are excited to announce a refresh of our group fitness timetable based directly on member feedback and attendance data!</p><p>The new schedule goes live at the start of next week.</p>
4743,Notice of Limited Lane Availability: School Swimming Carnival - Update 4,post,publish,2025-03-14 15:07:00,2025-03-16 20:07:00,,https://www.leisurecentre.com.au/news/notice-of-limited-lane-availability-school-swimming-carnival---update-4/,notice-of-limited-lane-availability-school-swimming-carnival---update-4,post,3785,75,70,Lap Lane Availability Notice: School Swim Carnival | Elite Health & Aquatic,,1,,"<p>We will be hosting a local school swimming carnival this coming Friday from 9:00 AM to 2:30 PM. During this event, public lap swimming lanes will be significantly restricted.</p>"
4654,Community Wellness Morning Tea & Seminar - Update 5,post,publish,2025-03-02 11:11:00,2025-03-05 22:11:00,,https://www.leisurecentre.com.au/news/community-wellness-morning-tea-seminar---update-5/,community-wellness-morning-tea-seminar---update-5,post,4110,90,80,Free Community Wellness Seminar & Morning Tea Event,,1,,"<p>Join us for our monthly community connection gathering! This month, we are hosting a casual morning tea alongside an expert presentation focusing on mindfulness.</p>"
4760,Why You Should Add Aqua Aerobics to Your Weekly Routine - Update 5,post,publish,2025-02-23 07:46:00,2025-02-23 08:46:00,,https://www.leisurecentre.com.au/news/why-you-should-add-aqua-aerobics-to-your-weekly-routine---update-5/,why-you-should-add-aqua-aerobics-to-your-weekly-routine---update-5,post,2601,90,80,Benefits of Group Fitness: Try Aqua Aerobics This Week,,2,,<p>Stuck in a workout rut? It might be time to shake up your routine with our popular group training options. Group fitness is scientifically proven to boost accountability.</p>
4786,Community Wellness Morning Tea & Seminar - Update 5,post,publish,2025-02-22 16:27:00,2025-02-23 21:27:00,,https://www.leisurecentre.com.au/news/community-wellness-morning-tea-seminar---update-5/,community-wellness-morning-tea-seminar---update-5,post,1793,60,80,Free Community Wellness Seminar & Morning Tea Event,,3,,"<p>Join us for our monthly community connection gathering! This month, we are hosting a casual morning tea alongside an expert presentation focusing on mindfulness.</p>"
